"id","name","host_id","host_name","neighbourhood","latitude","longitude","room_type","price","minimum_nights","number_of_reviews","last_review","reviews_per_month","calculated_host_listings_count","availability_365","number_of_reviews_ltm","license"
5195252,"Room with large private balcony",26874445,"Sebastien","West Town",41.90451,-87.67943,"Private room",55,32,177,"2022-12-05",1.68,2,82,0,"R21000064479"
5205377,"Private room+bath in Wicker Park",26874445,"Sebastien","West Town",41.90434,-87.67967,"Private room",55,32,283,"2024-02-10",2.57,2,210,27,"R21000064479"
5231461,"Modern/Spacious 2BR/2BA West Town",27074701,"Charissa","West Town",41.90168,-87.693,"Entire home/apt",170,3,233,"2024-03-17",2.14,1,297,26,"R21000072504"
5297152,"Fresh and Sunny Bed & Bath by UofC",9499059,"Bennett","Hyde Park",41.7975578308105,-87.5979156494141,"Private room",78,3,219,"2024-01-29",2,3,65,8,"R17000014580"
5321981,"Inspiring Studio in Art Gallery",24676863,"William","West Town",41.9086,-87.67684,"Private room",119,32,55,"2023-12-05",0.5,3,98,3,"City registration pending"
5359984,"3 BR condo with great views, free WIFI and parking",4698713,"Mark Y Toñi","West Town",41.89558,-87.66585,"Entire home/apt",171,3,120,"2023-11-14",1.1,1,184,9,"R20000058242"
5406217,"Urban Luxury 1BR/2BA Logan Square Condo w/Garage",28022926,"Bryan","Logan Square",41.92723,-87.70807,"Entire home/apt",182,32,231,"2023-11-25",2.12,1,287,24,"R22000077339"
5496659,"Beige room area South Shore Airbnb",28501460,"Delia","South Shore",41.76477,-87.57182,"Private room",20,32,104,"2024-03-02",0.95,8,248,2,"City registration pending"
5537682,"The Rectory",28715964,"David","Lincoln Park",41.92032,-87.66153,"Entire home/apt",217,2,244,"2024-02-25",2.28,2,189,27,"R19000037446"
5537683,"The Chapel: Great family spot",28715964,"David","Lincoln Park",41.92061,-87.66324,"Entire home/apt",203,2,235,"2024-03-03",2.14,2,208,26,"R23000097194"
5571262,"Sunny Tri Level",12549865,"Holly","West Town",41.89738,-87.67208,"Entire home/apt",231,3,140,"2023-12-26",1.29,1,207,28,"R22000094323"
5576190,"South Shore Bungalow - Rust Red Work Out Room",28501460,"Delia","South Shore",41.76302,-87.57186,"Private room",25,32,59,"2022-05-28",0.55,8,356,0,"City registration pending"
5576191,"South Shore bungalow - Yellow Room",28501460,"Delia","South Shore",41.76257,-87.57225,"Private room",30,32,37,"2023-07-02",0.36,8,355,1,"R18000036975"
5645139,"Vintage Uptown Loft with Queen Bed & Private Bath",13195824,"Amy","Uptown",41.97188,-87.65779,"Private room",115,3,200,"2023-10-23",1.86,1,346,18,"R23000104277"
5785758,"Medical Student Housing",250400,"Dan","South Lawndale",41.85253,-87.69803,"Private room",47,5,29,"2023-08-20",0.28,8,93,3,"R18000036296"
5804791,"Medical School Housing",250400,"Dan","South Lawndale",41.8544,-87.69845,"Private room",49,4,27,"2023-09-08",0.26,8,71,5,"R18000036296"
5805991,"Medical Student Housing",250400,"Dan","South Lawndale",41.85436,-87.69681,"Private room",50,32,26,"2023-10-23",0.28,8,99,4,"R18000036296"
5807478,"Large Bedroom in Bright, Sunny Apartment",250400,"Dan","South Lawndale",41.85276,-87.69828,"Private room",65,5,18,"2023-10-10",0.19,8,99,2,"R18000036296"
5807548,"Small bedroom in sunny apartment",250400,"Dan","South Lawndale",41.85442,-87.69695,"Private room",49,5,27,"2023-10-01",0.27,8,100,8,"R18000036296"
5847065,"Goose & Fox Hostel Lincoln Park",30356781,"Greg","Lincoln Park",41.91775,-87.65508,"Private room",65,2,230,"2023-11-12",2.12,1,63,34,"R17000013070"
5850897,"McCormick Place, Downtown Chicago, Museums, & more",22588707,"Brandon","Grand Boulevard",41.81436,-87.61289,"Private room",135,2,33,"2023-08-04",0.31,1,363,3,"R21000073179"
5861971,"Funky & Cozy Designer Apt/ 4 stops from Downtown",11710780,"Robert","East Garfield Park",41.8867,-87.70783,"Entire home/apt",53,3,202,"2023-12-29",1.89,2,218,29,"R21000075462"
5874798,"Private bedroom/bath/entry in Lakeview",30507677,"Dorene","Lake View",41.93955,-87.65904,"Private room",99,2,311,"2023-12-17",2.86,1,319,31,"R17000013387"
5980645,"Sidh  Arya",31050127,"Siddharth","Hermosa",41.93483,-87.74135,"Private room",40,10,60,"2023-10-08",0.56,1,321,4,"R23000108438"
5981743,"Comfortable room in Art Gallery ((:",24676863,"William","West Town",41.9094390869141,-87.6762924194336,"Private room",119,1,48,"2024-01-01",0.44,3,246,16,"R18000032029"
5996942,"Spacious suite near CTA/orange line, McKinley Park",30836055,"Ying","Mckinley Park",41.82983,-87.67544,"Entire home/apt",52,3,166,"2024-03-17",1.74,1,170,25,"R19000051601"
6039038,"05b. Queen futon in Common Room",2907254,"Joseph","West Ridge",42.01653,-87.68788,"Shared room",16,1,179,"2024-02-18",1.66,12,81,7,"R21000075752"
6045978,"Trendy Roscoe Village 3BD/2B w/fireplace~ Cozy HM2",683529,"Joe","North Center",41.94614,-87.68242,"Entire home/apt",188,2,39,"2024-03-18",0.37,23,362,8,"R20000057497"
6051322,"1BD Suite @ The Guesthouse Hotel(2)",24705990,"Rick","Uptown",41.97183,-87.66786,"Private room",226,3,6,"2022-08-23",0.06,8,187,0,"2328618"
6053269,"2BD Suite @The Guesthouse Hotel (2)",24705990,"Rick","Uptown",41.97106,-87.66777,"Private room",303,3,20,"2021-08-01",0.19,8,206,0,"2328618"
6057908,"Lakeview Charmer -with parking!",31673,"Cathy","Lake View",41.93886,-87.65391,"Entire home/apt",129,2,388,"2024-02-19",3.61,1,259,50,"R21000069919"
6086065,"Cozy 2 Bedroom Garden Apartment",27005011,"Doug","Logan Square",41.92428,-87.69222,"Entire home/apt",77,32,82,"2022-10-11",0.78,1,207,0,"R18000033615"
6103492,"Entire 2 bdrm english garden apt*block 2trains&I94",31669178,"Donna","Portage Park",41.95993,-87.74773,"Entire home/apt",80,32,16,"2023-06-19",0.15,5,204,2,"R18000024333"
6133986,"Cool loft in Fulton Market District / West Loop",4267791,"Levar","Near West Side",41.88796,-87.6445,"Entire home/apt",279,32,45,"2021-10-24",0.42,1,90,0,"City registration pending"
6153674,"Trendy Roscoe Village 3BD/2BA w/Fireplace Cozy VN1",683529,"Joe","North Center",41.94078,-87.68115,"Entire home/apt",251,32,40,"2023-10-01",0.41,23,354,5,"2083762"
6232258,"Cozy Humbolt Park Apt, Minutes to Downtown Chicago",32336500,"Daniel","Humboldt Park",41.908515,-87.709857,"Entire home/apt",40,1,313,"2023-10-31",2.9,2,351,15,"R18000035557"
6363328,"Cozy studio in amazing location",33154489,"Sara","Lincoln Square",41.96857,-87.69577,"Entire home/apt",82,3,231,"2023-12-30",2.2,1,275,26,"R22000079565"
6365974,"Cute cozy cottage 20 min 2 downtown",31669178,"Donna","Hegewisch",41.65064,-87.54074,"Entire home/apt",79,32,43,"2023-11-12",0.4,5,124,2,"R18000024333"
6374350,"Spacious garden level suite",6700231,"Petra","North Center",41.94812,-87.68333,"Private room",79,2,194,"2024-03-12",1.84,1,177,35,"R17000015257"
6374890,"Bright 1bd in Ukrainian / Humboldt",33221491,"Mary","West Town",41.89972,-87.69722,"Entire home/apt",90,32,66,"2023-11-26",0.62,1,241,4,"R21000073024"
6378085,"Irving Park comfort,  White Tiger!",33245101,"Rosa","Irving Park",41.95185,-87.70459,"Entire home/apt",125,2,90,"2024-03-18",1.68,2,117,14,"R19000051596"
6386641,"Apartment in Arty Historic West Town Home",214243,"Sarah","West Town",41.8922486809029,-87.6749597235093,"Entire home/apt",125,2,21,"2024-03-18",2.36,1,68,21,"R23000101353"
6423299,"The Craftsman Gallery at OHC - No Cleaning Fee!",5228189,"Matthew","West Town",41.8948,-87.65661,"Entire home/apt",201,2,336,"2024-03-10",3.13,21,327,32,"2385047"
6447131,"River North's Finest - Monthly Only",5640784,"Dean","Near North Side",41.8972,-87.63442,"Entire home/apt",129,32,192,"2022-06-15",1.79,2,115,0,"R17000013633"
6472628,"Pilsen Custom Home",33813743,"Zandra","Lower West Side",41.84998,-87.67714,"Private room",68,32,51,"2023-08-06",0.47,1,362,1,"R21000073252"
6480445,"Tree top 2nd floor 3 bedrm Apt",28172807,"Sadie Rose And Patrick","Avondale",41.93395,-87.71078,"Entire home/apt",153,2,266,"2024-03-03",2.8,1,267,41,"R19000040422"
6515667,"2BD/1B Old Town!   Walk to North Ave. Beach & Zoo",683529,"Joe","Lincoln Park",41.91268,-87.63895,"Entire home/apt",250,32,87,"2023-11-26",0.83,23,365,11,"2209279"
6528643,"2bd/2b close to EL-shopping-dining-cafes",683529,"Joe","North Center",41.94342,-87.68121,"Entire home/apt",126,32,68,"2023-12-04",0.69,23,360,9,"2209273"
6528832,"2BD/2BA  2 blks to EL-Lincoln Pk Zoo-walk to beach",683529,"Joe","Lincoln Park",41.91285,-87.63864,"Entire home/apt",126,32,85,"2023-11-27",0.89,23,365,17,"2209280"
6528867,"2BD/2BA 2 blck to EL-Walk to Zoo & Beach",683529,"Joe","Lincoln Park",41.91285,-87.63864,"Entire home/apt",260,32,81,"2023-12-27",0.84,23,357,19,"2209281"
6528967,"Roscoe 3BD/2BA walk to shops/cafes (vn2)",683529,"Joe","North Center",41.94078,-87.68115,"Entire home/apt",236,32,52,"2023-09-17",0.55,23,355,8,"2209271"
6553226,"Tea Studio in Wicker Park Spring Factory",2392656,"Brett","West Town",41.90223,-87.67265,"Entire home/apt",277,3,211,"2024-03-17",1.99,2,135,31,"R17000015625"
6576714,"Private BR;Parking by UofC/HydePark",34396037,"Kristy","Woodlawn",41.77555,-87.59546,"Private room",66,2,126,"2023-10-25",1.19,1,348,10,"R21000075107"
6612044,"Private suite in Lincoln Square",11581930,"Beatrice","Lincoln Square",41.97104,-87.69654,"Entire home/apt",92,2,356,"2024-03-18",3.32,1,285,49,"R17000015267"
6634916,"Rooms in Vintage-Style Lincoln Square Condominium",34473759,"Kerry","Lincoln Square",41.97186,-87.69521,"Private room",150,3,186,"2024-03-19",1.8,1,163,25,"R20000054147"
6644005,"Boutique Design Condo with Rooftop Terrace",21924626,"Nathan","Lake View",41.94331,-87.6486,"Entire home/apt",428,2,43,"2022-09-19",0.41,2,33,0,"R22000091244"
6654182,"1 BD Condo by downtown,park,lake",3574415,"Marv","Near North Side",41.90409,-87.63316,"Entire home/apt",84,32,73,"2023-10-13",0.69,2,246,3,"City registration pending"
6699565,"Welcome to Our Shared Home Room 1W",20449664,"John","Dunning",41.94201,-87.79608,"Private room",95,5,5,"2023-05-28",0.05,3,179,1,"R22000090510"
6713251,"Trendy Roscoe Village 2BD/2BA w/Fireplace Cozy",683529,"Joe","North Center",41.94099,-87.68047,"Entire home/apt",212,32,37,"2023-11-25",0.37,23,356,6,"2209269"
6716477,"3BD/2BA Perfect 4 Families,walk to shops/cafes",683529,"Joe","North Center",41.94072,-87.68115,"Entire home/apt",241,32,56,"2023-09-03",0.53,23,362,5,"2209264"
6716705,"3BD/2BA (vs2) Perfect 4 Families/walk to shops",683529,"Joe","North Center",41.94072,-87.68115,"Entire home/apt",241,32,60,"2023-10-14",0.58,23,362,10,"2209265"
6724355,"NIce 2 Bedroom Private Condo",32200299,"Nate","Woodlawn",41.78355,-87.61363,"Entire home/apt",159,2,126,"2023-10-09",1.19,5,220,4,"R17000015110"
6729727,"Classic Chicago Greystone Apt. ( Support a Cause)",35241159,"Oliver","Uptown",41.97044,-87.65735,"Private room",125,32,146,"2020-03-14",1.37,1,365,0,"City registration pending"
6732036,"Spacious unique artist's home in Pilsen",34217631,"Kenneth","Lower West Side",41.8555,-87.64535,"Entire home/apt",140,2,150,"2024-03-17",1.41,1,65,25,"R17000013921"
6750168,"Hip Homebase 420 ok - 2br apt NO parties",1649647,"Bianca","West Town",41.91306,-87.66797,"Entire home/apt",150,32,238,"2023-10-15",2.25,5,360,2,"City registration pending"
6757098,"Charming Neighborhood 2br Apt!",1649647,"Bianca","West Town",41.8933,-87.67641,"Entire home/apt",139,32,232,"2024-03-15",2.19,5,175,4,"City registration pending"
6780171,"Roscoe Village 2BD/1BA Fireplace E1",683529,"Joe","North Center",41.9435,-87.67674,"Entire home/apt",210,32,56,"2023-10-08",0.56,23,355,6,"2083773"
6782452,"Updated full floor urban retreat private suite",35506107,"Eileen","Edgewater",41.97654,-87.66111,"Private room",95,2,395,"2024-03-19",5.13,1,0,56,"R18000036390"
6790238,"Small Bedroom in Logan Square!",34317953,"Carrie","Logan Square",41.92616,-87.72051,"Private room",58,32,26,"2018-10-08",0.24,1,89,0,"City registration pending"
6793653,"4BD/2BA Suite w/Fireplace (re2) Perfect 4 Families",683529,"Joe","North Center",41.9435,-87.67674,"Entire home/apt",265,32,61,"2024-03-04",0.59,23,343,21,"2083774"
6853688,"2BD/1BA Suite w/Fireplace (hp1) FREE PARKING!!",683529,"Joe","North Center",41.93723,-87.6828,"Entire home/apt",100,32,49,"2023-11-23",0.51,23,353,5,"2209274"
6853914,"4 BD/2 BA Apartment (hp2)",683529,"Joe","North Center",41.93723,-87.6828,"Entire home/apt",260,32,57,"2023-09-20",0.57,23,364,11,"2209275"
6854069,"Lincoln Park 1BD/1BA Apt (1f)",683529,"Joe","Lincoln Park",41.92751,-87.65011,"Entire home/apt",227,32,84,"2023-11-25",0.85,23,365,8,"2209266"
6855475,"The Blue Butterfly Suite 420 Friendly FreeParking",35342456,"Roberto","Portage Park",41.94062,-87.75709,"Private room",78,2,75,"2024-01-25",0.71,21,264,11,"R21000074241"
6863046,"Lincoln Park 2BD/1BA Fireplace #1r",683529,"Joe","Lincoln Park",41.92751,-87.65011,"Entire home/apt",234,32,63,"2024-02-04",0.61,23,365,12,"2209267"
6863178,"Lincoln Park 4BD/2BA Fireplace (2)",683529,"Joe","Lincoln Park",41.92751,-87.65011,"Entire home/apt",283,32,100,"2024-01-14",1.03,23,348,20,"2209278"
6866384,"Quaint studio apartment in Hyde Park,",35980410,"Greg","Hyde Park",41.789263186959,-87.5878627038359,"Entire home/apt",50,32,1,"2023-12-17",0.3,1,205,1,""
6897078,"Stylish First Flr. Studio. Best Location Division+Hermitage.",36140345,"Melissa","West Town",41.901756,-87.671387,"Entire home/apt",154,3,235,"2023-12-29",2.25,2,204,30,"R21000071696"
6945901,"Sunny and Funky 2-bedroom in Logan Square",15226289,"Anton","Logan Square",41.91785,-87.71818,"Entire home/apt",79,3,17,"2024-03-17",0.25,1,93,13,"R23000101727"
6993421,"Spacious Old Town Condo 2 BD/1 BA",22550008,"Alex & Annie","Near North Side",41.90358,-87.63414,"Entire home/apt",91,32,116,"2023-08-13",1.09,1,258,3,"City registration pending"
7022763,"Sunny Apartment In Quiet Building",7723412,"J","Lower West Side",41.85469,-87.64912,"Entire home/apt",94,32,10,"2016-09-24",0.09,2,365,0,"City registration pending"
7025225,"Trendy Space Close to WickerPark@Ukrainian Village",29716517,"Ronaldo And Carla","West Town",41.89834,-87.69155,"Private room",82,2,269,"2024-02-18",2.62,2,71,18,"R23000108742"
7084894,"Cute Brownstone in Lakeview",33980307,"Erika","Lake View",41.93595,-87.65148,"Private room",76,1,446,"2024-02-11",4.2,1,166,30,"R18000031648"
7092080,"1 BD Luxury Boutique Apartment",24705990,"Rick","Uptown",41.97146,-87.66882,"Hotel room",226,3,44,"2022-12-29",0.42,8,187,0,"2328618"
7097488,"Sweet Home Chicago 4 Bedroom/2 Bath",34959956,"Trevor","West Town",41.8932,-87.65892,"Entire home/apt",228,2,204,"2023-10-09",1.92,1,299,10,"R21000060526"
7116810,"Accessibility to Midway Airport&Downtown!",192514716,"Juan","West Elsdon",41.78747,-87.71754,"Entire home/apt",72,32,40,"2023-02-25",0.38,1,80,0,"R17000020451"
7127223,"Welcome to Our Shared Home Room 2W",20449664,"John","Dunning",41.94137,-87.7956,"Private room",125,5,19,"2023-08-12",0.19,3,269,2,"R22000090510"
7176158,"Modern Logan Square Apartment, steps from train!",28183266,"Allyson","Logan Square",41.9236,-87.69717,"Entire home/apt",121,1,281,"2024-03-18",3.01,1,320,39,"R18000022772"
7239181,"Quiet, artsy, vintage, queer-friendly, Humboldt Pk",36541232,"G","West Town",41.90409,-87.68723,"Private room",46,32,81,"2022-08-01",1.2,2,89,0,"R19000045040"
7274926,"Urban Oasis in the heart of Logan Square",38088944,"Amanda","Logan Square",41.9268272137597,-87.7084926028789,"Private room",62,1,32,"2024-02-19",2.27,1,183,29,"R22000094595"
7319042,"Private Bedroom + Bath in Rogers Park Family Home",686562,"Patricia","Rogers Park",42.00414,-87.67272,"Private room",62,1,161,"2023-10-26",1.52,1,0,24,"R22000080423"
7360731,"Spacious 2 bedroom with hot tub",38553561,"Drea","West Ridge",41.9880397676694,-87.7029360752131,"Private room",136,1,16,"2024-03-11",1.15,3,126,12,"R22000095243"
7370245,"The Avondale Attic Unit",9959757,"Jedidiah","Irving Park",41.94664,-87.70783,"Entire home/apt",68,32,91,"2023-12-07",0.99,9,0,3,"City registration pending"
7384649,"2BD/2BA Luxury Apartment - Roof Deck Access",24705990,"Rick","Uptown",41.97147,-87.66861,"Hotel room",303,3,34,"2023-06-04",0.32,8,206,1,"2328618"
7389646,"Private Queen Bedroom and En Suite Bath",25759643,"Tim","Lake View",41.95675,-87.66715,"Entire home/apt",125,2,199,"2024-03-17",1.93,3,83,27,"R18000034977"
7421326,"Art filled apartment in Logan",5050949,"Abigail","Logan Square",41.93066,-87.69724,"Entire home/apt",174,2,110,"2024-03-17",1.06,1,245,11,"R24000113942"
7509321,"Lively Wicker Park 2br, Steps to Damen Blue Line",39290149,"Vanessa & Charlie","West Town",41.911473,-87.676601,"Entire home/apt",69,1,306,"2024-03-10",2.91,1,263,6,"R23000100955"
7562307,"LT “Cozy Suite” 2 Private Bedrooms - 420Friendly",35342456,"Roberto","Portage Park",41.93882,-87.757,"Private room",181,32,26,"2019-11-16",0.25,21,269,0,"C17000008779"
7564825,"Logan Square 3 bedrms with parking",6427776,"Thanh","Logan Square",41.92484,-87.72377,"Entire home/apt",214,2,139,"2023-10-30",1.32,1,90,6,"R23000106096"
7572706,"Wrigleyville Private Guesthouse",39699805,"Mark","Lake View",41.9435117652262,-87.6600320949984,"Entire home/apt",314,2,148,"2024-03-18",1.41,2,258,34,"R20000059076"
7573465,"Judy's Jefferson Park Bungalow Queen Bed",39707371,"Judy","Portage Park",41.9656447468919,-87.7542243843136,"Private room",85,3,85,"2023-10-23",0.81,2,287,14,"R21000068963"
7575577,"Judy's Jefferson Park Bungalow w/Daybed",39707371,"Judy","Portage Park",41.96512,-87.75233,"Private room",78,3,40,"2023-10-09",0.38,2,356,5,"R21000068963"
7580940,"Single Family Home in Chicago's Medical District",33679006,"Rebeca","Near West Side",41.86332,-87.68522,"Entire home/apt",180,32,8,"2015-12-01",0.08,1,89,0,""
7582520,"Cozy, Quiet, Garden Getaway!",1089952,"Beth","North Center",41.95931,-87.69237,"Entire home/apt",100,2,415,"2024-03-17",3.99,1,287,45,"R17000014289"
7583774,"Comfy Room in Vintage WalkUp",4336170,"Catrina","Lincoln Park",41.92904,-87.66201,"Private room",51,32,53,"2023-09-27",0.51,1,329,17,"R19000040978"
7617158,"Cozy Lakeview Apt-Walk to Wrigley & Free Parking!",25320970,"Kimberly","Lake View",41.95873,-87.66981,"Entire home/apt",150,1,77,"2024-03-17",2.43,2,240,31,"R22000088397"
7646381,"420Friendly “The Mascaraed Suite” - Free Parking",35342456,"Roberto","Portage Park",41.93882,-87.75542,"Entire home/apt",306,2,24,"2024-02-25",0.23,21,269,3,"R21000074241"
7649812,"Loft Near United Center, UIC, and Medical District",4163320,"Meka","Near West Side",41.87988,-87.66982,"Entire home/apt",90,32,8,"2023-11-22",0.35,1,206,3,""
7678127,"Hear the Crowd Roar from a Condo Moments Away from Wrigley",40319547,"Josh","Lake View",41.948759,-87.658692,"Entire home/apt",143,2,309,"2024-03-17",3.32,8,138,30,"R21000072240"
7692835,"Cozy Coach House",40401910,"Scott","Edgewater",41.99439,-87.67069,"Entire home/apt",68,2,362,"2024-03-02",3.5,1,18,27,"R23000097152"
7713352,"Quiet & Private bedroom near it all",27077065,"Anthony","West Town",41.90518,-87.68902,"Private room",91,32,74,"2023-08-23",0.71,1,179,2,"R17000015044"
7772110,"Spacious 4-Level/4-Bedroom Townhouse in West Loop",6341314,"Pillowhead","Near West Side",41.88791,-87.65098,"Entire home/apt",638,2,205,"2024-03-10",1.97,6,284,32,"R22000080818"
7783924,"Fantastic Guest room in Chinatown!  ️",40958585,"Dorian","Armour Square",41.84767,-87.63434,"Private room",61,1,283,"2024-03-18",2.71,1,183,25,"R17000015541"
7825308,"Screened living room  with  sofa bed /Blue Line /",40425145,"Grace","Irving Park",41.9582,-87.73148,"Shared room",40,35,61,"2022-09-18",0.59,2,365,0,"R22000094630"
7896539,"Near Midway Airport great vacation & travel nurses",41634086,"Carlton","Ashburn",41.743,-87.6935,"Entire home/apt",129,2,148,"2022-10-24",1.45,1,162,0,"R17000013871"
7906341,"1 of 2 beds-2nd furnished bedroom-",41690970,"Hana","Rogers Park",42.0075,-87.66893,"Shared room",63,32,8,"2023-10-09",0.08,2,365,1,"R23000095691"
